order_id,cust_no,product_cd,amount_eur
9011793,208392,P1006,73.56
9011794,208024,P1002,63.18
9011795,206339,P1004,113.3
9011796,200742,P1005,23.75
9011797,211053,P1004,137.61
9011798,208627,P1001,124.11
9011799,203691,P1004,285.84
9011800,202167,P1002,141.2
9011801,201771,P1002,61.73
9011802,201590,P1002,362.95
9011803,206776,P1004,160.39
9011804,208683,P1005,55.51
9011805,208865,P1005,51.25
9011806,209586,P1006,69.02
9011807,206879,P1005,75.99
9011808,202285,P1002,16.57
9011809,205176,P1004,71.54
9011810,200484,P1001,7.82
9011811,200968,P1002,133.48
9011812,203874,P1005,44.5
9011813,207996,P1005,165.42
9011814,208638,P1002,192.71
9011815,206914,P1004,39.35
9011816,205093,P1003,237.48
9011817,200173,P1006,25.18
9011818,204826,P1003,104.75
9011819,209466,P1003,110.82
9011820,209693,P1005,21.89
9011821,208153,P1004,195.46
9011822,204603,P1002,145.03
9011823,206735,P1002,289.66
9011824,208212,P1005,164.14
9011825,207476,P1003,20.43
9011826,204810,P1006,20.93
9011827,201400,P1006,92.44
9011828,209218,P1004,76.37
9011829,211162,P1006,171.77
9011830,204377,P1005,104.37
9011831,208440,P1004,15.45
9011832,203295,P1004,45.09
9011833,203856,P1005,53.2
9011834,206999,P1001,109.56
9011835,211559,P1005,181.75
9011836,208059,P1005,81.37
9011837,203024,P1004,99.95
9011838,208188,P1002,68.37
9011839,205580,P1002,204.04
9011840,203952,P1002,144.68
9011841,203211,P1001,19.49
9011842,211122,P1002,221.35
9011843,204627,P1005,109.19
9011844,210211,P1006,103.81
9011845,205032,P1006,107.64
9011846,201955,P1006,50.56
9011847,201581,P1001,10.36
9011848,201452,P1001,294.95
9011849,200191,P1003,58.51
9011850,204495,P1001,138.11
9011851,210478,P1004,74.07
9011852,207627,P1002,32.59
9011853,204894,P1005,98.46
9011854,204831,P1002,35.4
9011855,209280,P1004,105.76
9011856,211876,P1001,85.49
9011857,208691,P1001,57.67
9011858,205897,P1003,90.08
9011859,205402,P1001,119.2
9011860,208186,P1004,159.82
9011861,207964,P1002,138.19
9011862,202168,P1006,57.39
9011863,203739,P1003,225.96
9011864,206782,P1001,115.13
9011865,209432,P1006,29.82
9011866,205184,P1003,34.09
9011867,203231,P1003,155.23
9011868,208699,P1006,21.66
9011869,211232,P1006,133.74
9011870,204488,P1003,40.27
9011871,206812,P1006,10.29
9011872,205158,P1001,24.09
9011873,200064,P1002,152.59
9011874,204517,P1002,67.27
9011875,201136,P1005,104.74
9011876,208741,P1002,35.81
9011877,204294,P1002,23.51
9011878,208225,P1003,97.67
9011879,201336,P1001,33.87
9011880,203337,P1004,93.91
9011881,202118,P1003,60.37
9011882,208501,P1005,46.52
9011883,201221,P1001,98.76
9011884,205687,P1004,35.75
9011885,201452,P1005,56.93
9011886,206969,P1003,31.48
9011887,207590,P1002,103.54
9011888,202822,P1002,82.35
9011889,210869,P1002,80.17
9011890,202706,P1006,53.27
9011891,208948,P1005,163.78
9011892,201562,P1001,63.82
9011893,200698,P1005,109.86
9011894,201531,P1006,33.89
9011895,205032,P1003,42.94
9011896,211788,P1003,112.36
9011897,201647,P1001,281.89
9011898,209249,P1003,99.19
9011899,202167,P1003,58.74
9011900,211031,P1002,157.76
9011901,200802,P1006,18.7
9011902,208309,P1006,56.47
9011903,206371,P1002,48.52
9011904,209079,P1002,61.9
9011905,206608,P1006,88.47
9011906,202400,P1005,120.79
9011907,207372,P1004,125.69
9011908,202377,P1002,112.34
9011909,210090,P1005,76.18
9011910,202412,P1006,143.87
9011911,211724,P1001,88.41
9011912,206775,P1003,59.29
9011913,201733,P1005,218.66
9011914,206802,P1005,49.59
9011915,207903,P1005,82.4
9011916,201769,P1001,72.38
9011917,203589,P1002,153.52
9011918,204054,P1001,84.05
9011919,208522,P1006,75.87
9011920,209488,P1006,105.18
9011921,203351,P1006,41.6
9011922,206528,P1003,39.3
9011923,201444,P1005,56.18
9011924,204908,P1002,44.46
9011925,204884,P1002,392.44
9011926,211222,P1003,164.11
9011927,210972,P1003,174.28
9011928,208023,P1004,120.4
9011929,208962,P1002,168.74
9011930,210815,P1005,24.75
9011931,205773,P1004,147.98
9011932,200110,P1005,133.38
9011933,202447,P1002,63.83
9011934,209080,P1002,97.69
9011935,203389,P1002,21.85
9011936,205122,P1004,226.83
9011937,208361,P1002,37.63
9011938,205577,P1002,102.02
9011939,210653,P1001,54.15
9011940,200420,P1003,118.93
9011941,202989,P1006,76.02
9011942,206412,P1006,73.25
9011943,203095,P1001,271.39
9011944,210228,P1004,63.85
9011945,211885,P1006,72.39
9011946,208345,P1001,315.12
9011947,210497,P1002,183.72
9011948,206599,P1001,54.78
9011949,210126,P1005,5.28
9011950,202918,P1002,111.24
9011951,211208,P1003,17.88
9011952,205905,P1001,233.87
9011953,211830,P1005,129.71
9011954,209887,P1005,284.7
9011955,202779,P1003,43.03
9011956,204145,P1001,90.55
9011957,206598,P1005,106.3
9011958,204247,P1002,116.7
9011959,207570,P1006,146.91
9011960,203223,P1004,64.13
9011961,211546,P1005,169.86
9011962,206661,P1002,29.97
9011963,208174,P1001,49.25
9011964,201893,P1005,139.55
9011965,202018,P1004,174.65
9011966,209127,P1001,59.65
9011967,208643,P1005,80.92
9011968,210190,P1003,67.68
9011969,210375,P1006,22.91
9011970,206055,P1002,86.26
9011971,209070,P1005,65.65
9011972,201097,P1002,79.26
9011973,201237,P1001,107.47
9011974,211681,P1005,224.93
9011975,205652,P1006,38.84
9011976,205836,P1005,193.1
9011977,211716,P1001,27.7
9011978,202457,P1006,58.25
9011979,209867,P1004,260.57
9011980,208546,P1004,84.34
9011981,205971,P1001,86.82
9011982,201144,P1004,141.49
9011983,201171,P1002,22.19
9011984,209193,P1002,48.06
9011985,210030,P1006,78.16
9011986,204097,P1003,154.89
9011987,205302,P1002,52.09
9011988,201961,P1006,44.09
9011989,200378,P1004,27.44
9011990,201635,P1005,70.39
9011991,200846,P1002,20.14
9011992,205021,P1003,26.87
9011993,208825,P1002,223.01
9011994,204711,P1005,58.48
9011995,202995,P1006,115.26
9011996,205488,P1002,300.22
9011997,203257,P1001,22.9
9011998,211011,P1004,94.97
9011999,209141,P1006,210.18
9012000,211514,P1005,166.48
9012001,200908,P1001,86.48
9012002,209639,P1001,33.16
9012003,205460,P1001,57.01
9012004,204591,P1005,65.61
9012005,210520,P1003,46.81
9012006,208271,P1004,164.99
9012007,206011,P1006,148.2
9012008,205899,P1002,55.62
9012009,205879,P1005,5.59
9012010,205385,P1004,178.81
9012011,211870,P1001,167.45
9012012,201754,P1005,55.37
9012013,203941,P1003,173.39
9012014,203494,P1001,64.34
9012015,202104,P1002,44.18
9012016,211943,P1004,117.89
9012017,204624,P1006,108.15
9012018,204703,P1004,65.95
9012019,211183,P1001,119.85
9012020,201638,P1006,135.29
9012021,200923,P1001,126.31
9012022,206830,P1005,26.36
9012023,206854,P1003,68.9
9012024,207385,P1003,5.76
9012025,210775,P1006,75.75
9012026,203563,P1002,27.51
9012027,203269,P1002,100.18
9012028,210869,P1005,28.61
9012029,208579,P1002,98.17
9012030,200250,P1003,26.34
9012031,204878,P1004,334.11
9012032,205756,P1001,58.79
9012033,208945,P1006,52.99
9012034,211748,P1001,39.09
9012035,205119,P1006,93.03
9012036,207485,P1003,16.61
9012037,202922,P1003,86.96
9012038,206560,P1002,137.3
9012039,206099,P1005,62
9012040,211643,P1003,94.8
9012041,203102,P1002,94.06
9012042,204533,P1003,96.18
9012043,208796,P1003,69.87
9012044,209090,P1002,408.33
9012045,205859,P1001,169.31
9012046,202431,P1004,76.94
9012047,211803,P1005,123.22
9012048,203939,P1004,32.19
9012049,206693,P1002,69.58
9012050,205381,P1006,152.46
9012051,205251,P1003,39.81
9012052,200232,P1004,114.38
9012053,201971,P1001,154.52
9012054,203114,P1004,52.48
9012055,208809,P1001,55.47
9012056,203401,P1001,133.41
9012057,206336,P1002,105.58
9012058,206424,P1004,219.44
9012059,200234,P1006,134.7
9012060,206535,P1004,198
9012061,203903,P1002,135.26
9012062,205381,P1003,65.13
9012063,211520,P1004,69.97
9012064,205436,P1002,22.95
9012065,207248,P1006,110.66
9012066,208306,P1003,15.83
9012067,211316,P1001,57.59
9012068,208973,P1002,111.26
9012069,205865,P1002,66.25
9012070,211418,P1001,225.42
9012071,203511,P1002,12.47
9012072,205108,P1003,117.17
9012073,204607,P1004,52.8
9012074,201535,P1002,128.72
9012075,208259,P1006,177.99
9012076,202435,P1005,122.83
9012077,207659,P1001,21.54
9012078,202995,P1005,69.9
9012079,207537,P1006,155.68
9012080,200388,P1001,179.46
9012081,202868,P1003,74.93
9012082,201886,P1001,114.82
9012083,204465,P1002,62.31
9012084,207055,P1004,159.33
9012085,207624,P1003,146.39
9012086,211799,P1004,235.89
9012087,208136,P1002,220.9
9012088,201874,P1005,169.51
9012089,205677,P1004,27.23
9012090,207318,P1001,98.98
9012091,208653,P1004,78.68
9012092,203996,P1001,99.41
9012093,205974,P1003,66.53
9012094,208778,P1002,49.76
9012095,211901,P1002,156.55
9012096,200982,P1005,31.66
9012097,200560,P1003,91.08
9012098,204018,P1001,178.46
9012099,206053,P1005,2.1
9012100,208771,P1001,76.1
9012101,203218,P1002,11.97
9012102,206775,P1002,155.25
9012103,207392,P1004,66.07
9012104,207453,P1006,116.71
9012105,209403,P1002,69.74
9012106,202639,P1006,67.91
9012107,209184,P1004,153.37
9012108,200422,P1002,96.17
9012109,209648,P1005,92.85
9012110,206813,P1004,20.23
9012111,201431,P1005,24.79
9012112,208542,P1004,80.76
9012113,200431,P1001,209.69
9012114,207659,P1005,99.77
9012115,202148,P1005,256.04
9012116,202784,P1003,47.23
9012117,211393,P1006,215.46
9012118,210301,P1006,45.72
9012119,204446,P1004,60.06
9012120,200014,P1005,211.16
9012121,202104,P1003,22.11
9012122,202426,P1004,16.21
9012123,208225,P1006,34.37
9012124,204718,P1001,47.11
9012125,210099,P1002,61.81
9012126,201530,P1005,192.38
9012127,208770,P1004,34.95
9012128,201677,P1001,66.69
9012129,209193,P1005,97.72
9012130,208831,P1003,308.52
9012131,207053,P1002,64.45
9012132,202766,P1004,98.36
9012133,201754,P1003,102.8
9012134,206675,P1002,77.59
9012135,208883,P1006,53.03
9012136,205284,P1005,195.25
9012137,209024,P1006,171.82
9012138,211198,P1004,25.94
9012139,203381,P1003,163.81
9012140,208536,P1001,43.88
9012141,206619,P1002,80.03
9012142,204108,P1004,126.57
9012143,210466,P1005,103.91
9012144,202085,P1001,92.05
9012145,209809,P1001,159.06
9012146,201355,P1003,57.74
9012147,211831,P1002,27.76
9012148,200920,P1003,227.29
9012149,207457,P1005,21.76
9012150,204122,P1005,149.92
9012151,209212,P1001,31.63
9012152,210045,P1006,147.26
9012153,210912,P1003,81.09
9012154,200449,P1001,121.64
9012155,205617,P1005,87.99
9012156,201094,P1005,92.41
9012157,206158,P1002,70.73
9012158,204312,P1004,56.79
9012159,211079,P1003,46.14
9012160,205533,P1004,48.42
9012161,203311,P1004,124.04
9012162,209639,P1001,231.74
9012163,209593,P1001,32.55
9012164,211796,P1006,12.88
9012165,202200,P1001,123.55
9012166,207311,P1001,230.63
9012167,205330,P1005,71.91
9012168,202389,P1006,165.25
9012169,211816,P1006,61.11
9012170,206976,P1003,193.67
9012171,202258,P1002,141.79
9012172,206473,P1003,112.6
9012173,200202,P1005,37.57
9012174,205236,P1006,263.56
9012175,201930,P1005,146.17
9012176,206319,P1006,20.2
9012177,200484,P1005,62.44
9012178,205416,P1003,11.72
9012179,203395,P1001,61.39
9012180,202392,P1002,113.91
9012181,206267,P1006,153.68
9012182,206921,P1003,219.04
9012183,205409,P1003,237.53
9012184,204338,P1006,149.26
9012185,209143,P1006,80.35
9012186,207387,P1006,65.46
9012187,210318,P1003,103.58
9012188,210173,P1001,147.07
9012189,210201,P1001,43.53
9012190,210233,P1006,94.39
9012191,204160,P1005,87.11
9012192,205610,P1006,112.91
9012193,211254,P1004,47.74
9012194,207846,P1002,135.72
9012195,203706,P1003,42.09
9012196,202923,P1004,68.07
9012197,209075,P1001,107.19
9012198,204960,P1006,67.45
9012199,208249,P1001,58.44
9012200,205595,P1002,33.74
9012201,209716,P1004,89.96
9012202,211577,,130.75
9012203,208993,P1004,254.07
9012204,211863,P1004,144.11
9012205,209413,P1001,55.06
9012206,211354,P1004,14.47
9012207,200240,P1003,97.97
9012208,203282,P1006,72.72
9012209,203939,P1002,75.84
9012210,207488,P1006,119.15
9012211,206122,P1003,76.29
9012212,208150,P1002,63.49
9012213,209146,P1002,99.86
9012214,209819,P1002,67.51
9012215,206372,P1004,122.77
9012216,211725,P1004,153.07
9012217,205313,P1002,86.17
9012218,204619,P1005,73.82
9012219,206690,P1003,35.64
9012220,205845,P1001,31.6
9012221,202042,P1005,113.28
9012222,206870,P1003,121.9
9012223,209719,P1006,301.03
9012224,209932,P1003,215.99
9012225,200618,P1006,81.5
9012226,208998,P1001,49.52
9012227,208874,P1005,168.76
9012228,204404,P1004,33.8
9012229,206536,P1001,52.96
9012230,205408,P1006,319.88
9012231,204694,P1002,59.63
9012232,206199,P1006,59.44
9012233,203857,P1001,51.68
9012234,206716,P1006,154.48
9012235,208376,P1002,64.19
9012236,203497,P1002,38.77
9012237,203721,P1003,194.93
9012238,211806,P1005,45.14
9012239,211249,P1004,198.17
9012240,209731,P1006,76.69
9012241,206394,P1002,132.79
9012242,211294,P1002,153.45
9012243,205730,P1003,247.41
9012244,207373,P1006,100.1
9012245,209919,P1006,113.76
9012246,202392,P1005,77.95
9012247,211301,P1004,91.85
9012248,201133,P1003,370.28
9012249,202775,P1001,117.25
9012250,203765,P1001,157.29
9012251,203525,P1006,66.48
9012252,201478,P1006,12.15
9012253,206638,P1006,113.62
9012254,207986,P1001,153.12
9012255,207820,P1001,75.91
9012256,208259,P1005,92.72
9012257,201725,P1002,191.42
9012258,210193,P1006,101.08
9012259,202173,P1001,114.35
9012260,206215,P1006,38.79
9012261,208718,P1006,69.39
9012262,210986,P1001,153.5
9012263,206987,P1004,85.51
9012264,206333,P1006,119.26
9012265,207736,P1002,74.72
9012266,208578,P1002,116.03
9012267,210779,P1004,59.38
9012268,205175,P1001,42.6
9012269,203658,P1004,96.54
9012270,211941,P1001,50.49
9012271,210220,P1002,109.95
9012272,204600,P1005,83.13
9012273,201440,P1004,95.28
9012274,208548,P1006,63.26
9012275,203093,P1006,208.12
9012276,211398,P1005,27.84
9012277,200251,P1005,47.74
9012278,211231,P1001,102.17
9012279,206412,P1006,23.67
9012280,204160,P1006,102.38
9012281,201098,P1002,62.25
9012282,201184,P1006,94.65
9012283,208912,P1002,80.84
9012284,209706,P1003,337
9012285,203531,P1003,24.35
9012286,203333,P1004,13.69
9012287,207665,P1001,92.77
9012288,200606,P1003,92.71
9012289,205207,P1004,68.04
9012290,211193,P1003,18.43
9012291,203401,P1002,38.4
9012292,206238,P1005,79.39
9012293,203227,P1005,138.26
9012294,204483,P1003,44.6
9012295,207043,P1005,103.97
9012296,203760,P1003,93.11
9012297,206638,P1002,36.66
9012298,203657,P1002,54.76
9012299,201586,P1002,264.2
9012300,208860,P1001,72.37
9012301,207242,P1004,163.82
9012302,203625,P1006,98.68
9012303,209034,P1006,137.87
9012304,205171,P1003,80.73
9012305,201625,P1006,122.54
9012306,206071,P1006,56.16
9012307,204691,P1002,140.86
9012308,203092,P1003,17.52
9012309,204102,P1001,67.29
9012310,211219,P1005,200.64
9012311,205256,P1004,86.65
9012312,203901,P1002,280.52
9012313,202950,P1001,78.23
9012314,206593,P1005,122.64
9012315,211197,P1006,41.61
9012316,200423,P1005,137.17
9012317,206542,P1003,229.49
9012318,210103,P1001,56.29
9012319,202194,P1001,11.57
9012320,204979,P1006,195.57
9012321,203777,P1002,98.36
9012322,204446,P1006,62.44
9012323,205485,P1005,27.26
9012324,201294,P1005,26.16
9012325,208140,P1002,97.12
9012326,204195,P1004,168.07
9012327,205655,P1002,32.75
9012328,205290,P1006,55.6
9012329,209504,P1002,92.63
9012330,207254,P1005,24.22
9012331,206900,P1006,122.02
9012332,202965,P1006,110.08
9012333,206945,P1002,22.14
9012334,203486,P1001,85.33
9012335,208908,P1002,53.12
9012336,209551,P1005,126.88
9012337,207156,P1003,77.15
9012338,204229,P1004,199.31
9012339,211132,P1006,41.16
9012340,208827,P1006,127.96
9012341,210126,P1004,265.48
9012342,207570,P1005,61.29
9012343,210848,P1006,148.1
9012344,209401,P1002,194.25
9012345,208609,P1004,224.18
9012346,200173,P1005,28.54
9012347,202320,P1006,65.93
9012348,204444,P1003,128.5
9012349,206857,P1005,41.1
9012350,206749,P1001,177.85
9012351,210023,,43.89
9012352,210403,P1004,97.29
9012353,202138,P1002,64.93
9012354,200791,P1004,218.57
9012355,210874,P1001,120.93
9012356,210739,P1006,134.37
9012357,200005,P1003,172.78
9012358,207992,P1005,73.03
9012359,208585,P1006,65.87
9012360,208881,P1005,202.79
9012361,200976,P1005,8.86
9012362,200057,P1002,79.43
9012363,202641,P1001,83.9
9012364,210353,P1005,111.54
9012365,209219,P1005,426.4
9012366,206484,P1006,139.73
9012367,201335,P1004,81.29
9012368,203425,P1005,51.63
9012369,203109,P1001,82.96
9012370,203428,P1002,128.17
9012371,208702,P1001,93.98
9012372,210361,P1003,54.32
9012373,208430,P1002,120.86
9012374,200737,P1003,20.49
9012375,200335,P1001,55.26
9012376,205026,P1006,34.77
9012377,202117,P1003,129.49
9012378,208757,P1001,142.03
9012379,207577,P1006,85.11
9012380,200885,P1003,70.24
9012381,206406,P1004,49.96
9012382,202210,P1002,34.51
9012383,209808,P1006,26.02
9012384,205280,P1003,46.64
9012385,206089,P1002,181.98
9012386,211465,P1001,159.08
9012387,208701,P1001,184.46
9012388,209302,P1001,121.97
9012389,211878,P1004,46.37
9012390,202426,P1006,35.66
9012391,206783,P1002,194.21
9012392,201661,P1001,134.84
9012393,211015,P1001,71.64
9012394,208796,P1003,234.4
9012395,210977,P1006,74.86
9012396,208901,P1001,205.49
9012397,201239,P1003,184.19
9012398,211721,P1004,69.26
9012399,209004,P1002,90.48
9012400,211355,P1001,27.75
9012401,200689,P1001,126.5
9012402,206125,P1006,75.74
9012403,208982,P1006,58.53
9012404,201419,P1006,254.29
9012405,207241,P1005,65.25
9012406,204700,P1003,42.97
9012407,203991,P1006,20.48
9012408,200668,P1002,33.74
9012409,211002,P1001,39.33
9012410,206855,P1003,127.87
9012411,203577,P1006,40.86
9012412,209046,P1002,82.28
9012413,204938,P1006,81.16
9012414,204138,P1004,75.97
9012415,204179,P1005,15.15
9012416,201437,P1001,41.9
9012417,209226,P1003,90.45
9012418,201748,P1002,166.48
9012419,201308,P1003,133.52
9012420,208650,P1001,71.36
9012421,209943,P1006,102.75
9012422,204017,P1002,177.08
9012423,201090,P1001,102.5
9012424,205691,P1001,20.81
9012425,206309,P1003,242.8
9012426,205145,P1006,44.33
9012427,209747,P1005,171.8
9012428,206885,P1004,25.93
9012429,209119,P1006,42.2
9012430,206011,P1003,68.02
9012431,205482,P1002,97.93
9012432,204725,P1005,39.45
9012433,201115,P1002,117.29
9012434,206108,P1003,37.75
9012435,208332,P1001,35.23
9012436,209762,P1003,117.43
9012437,209553,P1001,32.34
9012438,203923,P1006,54.44
9012439,207012,P1006,108.28
9012440,200057,P1002,85.45
9012441,200591,P1004,193.64
9012442,211704,P1006,188.34
9012443,206291,P1004,15.71
9012444,205731,P1002,19.77
9012445,211257,P1002,74.95
9012446,208621,P1006,114.4
9012447,207639,P1001,57.11
9012448,202444,P1001,115.29
9012449,201041,P1005,72.65
9012450,200996,P1004,87.25
9012451,207089,P1005,44.85
9012452,208392,P1001,45.17
9012453,203416,P1004,141.67
9012454,206617,P1004,25.19
9012455,209034,P1004,44.48
9012456,205201,P1002,101.75
9012457,201128,P1004,212.2
9012458,209140,P1004,51.62
9012459,210152,P1006,50.66
9012460,204754,P1003,96.55
9012461,204479,P1002,80.96
9012462,201008,P1003,241.16
9012463,205531,P1001,33.08
9012464,211948,P1002,83.01
9012465,208745,P1006,45.02
9012466,208649,P1001,66.22
9012467,208788,P1005,196.34
9012468,202328,P1003,110.96
9012469,207680,P1003,41.83
9012470,204636,P1006,230.12
9012471,211233,P1003,20.61
9012472,206886,P1004,88.95
9012473,200433,P1005,86.4
9012474,201869,P1004,13.77
9012475,206883,P1005,66.3
9012476,203859,P1005,82.84
9012477,206836,P1004,124.17
9012478,201771,P1001,87.43
9012479,201892,P1003,26.08
9012480,201371,P1003,140.01
9012481,211190,P1006,25.61
9012482,208190,P1004,121.46
9012483,211671,P1004,104.96
9012484,203464,P1001,67.39
9012485,205557,P1006,445.85
9012486,211012,P1004,79.49
9012487,211425,P1003,93.94
9012488,201155,P1005,170.25
9012489,201798,P1005,48.93
9012490,209422,P1006,67.17
9012491,201181,P1002,192.65
9012492,201911,P1004,9.93
9012493,207145,P1003,117.82
9012494,202297,P1001,76.33
9012495,206563,P1005,212.83
9012496,208755,P1006,141.49
9012497,209884,P1006,185.35
9012498,201574,P1006,70.17
9012499,200753,P1002,95.69
9012500,208271,P1002,174.08
9012501,208595,P1003,93.13
9012502,208715,P1005,62.54
9012503,202553,P1002,82.77
9012504,210201,P1003,215.68
9012505,203773,P1005,56.94
9012506,210478,P1002,119.68
9012507,201291,P1006,135.18
9012508,206850,P1004,35.55
9012509,208538,P1003,47.83
9012510,208367,P1003,6.65
9012511,209543,P1003,69.42
9012512,204096,P1005,146.13
9012513,207064,P1005,75.6
9012514,203334,P1005,182.5
9012515,200888,P1005,202.53
9012516,209087,P1002,110.84
9012517,202512,P1003,9.95
9012518,200805,P1004,160.44
9012519,208849,P1004,185.37
9012520,209983,P1001,145.82
9012521,207839,P1005,26.8
9012522,205913,P1001,22.48
9012523,210920,P1006,70.94
9012524,201992,P1004,35.63
9012525,210109,P1004,100.6
9012526,202926,P1003,44.82
9012527,202092,P1001,48.75
9012528,202940,P1006,17.37
9012529,209316,P1005,58.87
9012530,200404,P1002,85.26
9012531,202486,P1005,48.25
9012532,202823,P1005,15.27
9012533,200858,P1004,82.73
9012534,211573,P1006,199.44
9012535,200642,P1006,87.54
9012536,205009,P1001,221.56
9012537,205952,P1006,93.51
9012538,210935,P1003,46.81
9012539,205882,P1005,231.14
9012540,210359,P1005,100.36
9012541,200234,P1002,34.67
9012542,201435,P1001,211.63
9012543,209445,P1004,333.99
9012544,206567,P1001,204.3
9012545,205384,P1001,99.77
9012546,205791,P1005,96.09
9012547,209518,P1004,50.08
9012548,200955,P1004,188.64
9012549,203894,P1001,15.5
9012550,208662,P1003,30.36
9012551,209233,P1003,35.97
9012552,203873,P1001,21.36
9012553,205965,P1001,182.31
9012554,207786,P1004,198.61
9012555,208174,P1001,256.85
9012556,208919,P1006,107.7
9012557,203307,P1003,57.4
9012558,208562,P1001,46.87
9012559,202432,P1003,104.57
9012560,208103,P1006,63.55
9012561,206159,P1003,33.35
9012562,203691,P1006,133.64
9012563,202707,P1006,160.5
9012564,207551,P1004,108.65
9012565,201308,P1002,105.47
9012566,208546,P1002,24.73
9012567,204887,P1002,172.75
9012568,205979,P1004,41.65
9012569,204134,P1001,196.17
9012570,207933,P1002,135.87
9012571,205137,P1001,127.76
9012572,210547,P1003,106.29
9012573,204620,P1002,20
9012574,202589,P1004,62.56
9012575,201161,P1002,60.46
9012576,201626,P1005,80.94
9012577,201564,P1003,32.78
9012578,205230,P1004,69.42
9012579,202590,P1001,41.46
9012580,210235,P1003,47.19
9012581,211525,P1001,227.17
9012582,203926,P1006,14.08
9012583,207704,P1002,164.51
9012584,211839,P1003,47.23
9012585,203869,P1005,146.34
9012586,203629,P1005,26.26
9012587,210273,P1005,65.15
9012588,211387,P1001,79.62
9012589,211658,P1005,15.06
9012590,210501,P1001,120.51
9012591,200747,P1001,91.93
9012592,207478,P1004,42.36
9012593,203982,P1002,94.79
9012594,209414,P1005,5.51
9012595,205979,P1005,50.49
9012596,202442,P1001,63.47
9012597,206409,P1002,108.21
9012598,201115,P1002,64.87
9012599,203075,P1002,256.46
9012600,200086,P1004,188.06
9012601,205014,P1004,47.61
9012602,201564,P1003,126.46
9012603,201498,P1004,39.31
9012604,207067,P1001,18.07
9012605,207293,P1003,34.13
9012606,200459,P1003,81.31
9012607,210846,P1002,81.79
9012608,201059,P1002,242.8
9012609,204148,P1002,59.56
9012610,207292,P1002,175.96
9012611,209386,P1004,77.88
9012612,208193,P1004,158.97
9012613,209214,P1001,22.15
9012614,202407,P1004,42.76
9012615,200028,P1001,31.1
9012616,209980,P1004,64.34
9012617,210035,P1001,109.89
9012618,201520,P1001,80.78
9012619,200640,P1003,161.44
9012620,208558,P1006,32.76
9012621,208919,P1002,42.48
9012622,202775,P1001,97.83
9012623,204633,P1005,75.17
9012624,210760,P1003,40.17
9012625,205863,P1001,14.68
9012626,209873,P1002,28.42
9012627,201855,P1006,65.59
9012628,210963,P1004,154.66
9012629,206516,P1003,211.47
9012630,205436,P1006,62.25
9012631,210752,P1005,149.94
9012632,210420,P1004,24.31
9012633,200754,P1003,64.69
9012634,209094,P1006,37.29
9012635,204445,P1004,309.81
9012636,211476,P1002,26.9
9012637,211082,P1005,229.83
9012638,206170,P1001,80.82
9012639,203706,P1006,170.81
9012640,209728,P1005,215.92
9012641,205340,P1001,112.25
9012642,201500,P1006,214.9
9012643,206276,P1003,26.54
9012644,201733,P1001,80.03
9012645,207861,P1006,84.42
9012646,200724,P1002,120.29
9012647,201885,P1003,224.42
9012648,201612,P1001,73.01
9012649,210907,P1006,45.88
9012650,202562,P1005,137.98
9012651,203449,P1004,76.06
9012652,207390,P1004,76.83
9012653,201300,P1005,170.75
9012654,207175,P1004,14.04
9012655,201049,P1003,62.32
9012656,210838,P1002,45.28
9012657,209805,P1005,39.91
9012658,201500,P1002,77.55
9012659,210071,P1005,341.98
9012660,209095,P1002,174.14
9012661,209786,P1006,144.82
9012662,205899,P1001,44.44
9012663,211324,P1006,171.55
9012664,207216,P1004,132.52
9012665,202963,P1005,128.61
9012666,201471,P1003,87.11
9012667,205829,P1003,36.75
9012668,201157,P1005,138.61
9012669,210719,P1002,25.99
9012670,206569,P1006,31.34
9012671,200194,P1001,165.11
9012672,211337,P1001,81.64
9012673,211692,P1005,122.8
9012674,206330,P1005,28.18
9012675,200625,P1006,66.32
9012676,207021,P1002,34.64
9012677,209684,P1005,36.28
9012678,207770,P1004,33.38
9012679,211902,P1002,38.75
9012680,202732,P1006,84.95
9012681,202938,P1002,114
9012682,210010,P1002,98.15
9012683,208155,P1006,11.1
9012684,202666,P1002,142.04
9012685,208382,P1002,81.14
9012686,204950,P1003,49.85
9012687,204806,P1002,50.39
9012688,205107,P1002,218.63
9012689,209956,P1003,15.01
9012690,210546,P1003,44.2
9012691,202959,P1004,160.11
9012692,209798,P1004,120.83
9012693,205860,P1003,269.12
9012694,205780,P1006,311.66
9012695,202525,P1005,205.26
9012696,200784,P1003,131.44
9012697,210550,P1001,13.46
9012698,201292,P1005,81.98
9012699,202395,P1006,144.63
9012700,201107,P1001,48.98
9012701,211725,P1001,67.41
9012702,209233,P1002,61.08
9012703,202755,P1006,85.41
9012704,208080,P1001,118.18
9012705,201720,P1004,75.63
9012706,203628,P1001,211.21
9012707,210741,P1001,129.65
9012708,202287,P1002,187.89
9012709,208092,P1002,153.65
9012710,211152,P1003,97.03
9012711,201550,P1005,67.96
9012712,211102,P1003,111.6
9012713,205927,P1004,46.78
9012714,201098,P1001,114.36
9012715,205879,P1006,353.12
9012716,207693,P1002,72.4
9012717,209983,P1003,90.18
9012718,210517,P1004,50.75
9012719,206433,P1005,60.98
9012720,207197,P1004,231.77
9012721,206455,P1003,113.42
9012722,210446,P1003,75.51
9012723,210214,P1001,53.45
9012724,200414,P1002,130.49
9012725,210412,P1004,74.79
