customer_id,type_cd,age,created_at,end_date
205365,A,54,05/07/2022,
205366,B,23,21/06/2025,
205367,A,34,01/04/2025,
205368,A,39,13/01/2024,
205369,B,42,07/12/2022,12/02/2024
205370,P,26,27/03/2023,
205371,A,62,29/01/2024,
205372,B,36,21/10/2022,
205373,P,51,30/01/2024,
205374,B,36,10/02/2025,
205375,A,47,20/04/2024,
205376,A,40,20/03/2024,
205377,A,47,21/03/2024,
205378,P,71,07/03/2025,
205379,B,46,21/06/2025,
205380,X,42,18/03/2023,09/05/2023
205381,A,36,11/05/2023,
205382,B,57,14/07/2024,
205383,A,36,23/07/2023,
205384,A,42,10/06/2024,
205385,B,57,01/11/2022,23/01/2023
205386,B,46,23/10/2024,17/06/2026
205387,A,57,06/07/2024,
205388,B,30,20/07/2022,
205389,A,48,10/01/2024,
205390,A,72,20/07/2022,
205391,B,26,29/05/2023,05/10/2023
205391,A,57,03/03/2025,
205393,A,35,31/07/2024,
205394,A,52,15/10/2024,
205395,P,69,05/05/2023,
205396,A,63,11/03/2024,
205397,B,25,11/10/2024,30/01/2026
205398,A,35,13/03/2025,
205399,A,35,16/07/2025,
205400,X,64,03/07/2025,
205401,A,45,18/04/2024,
205402,A,43,01/02/2025,
205403,P,36,11/01/2025,
205404,A,47,04/11/2023,
205405,A,43,21/01/2022,
205406,A,44,10/07/2022,
205407,A,18,06/12/2022,
205408,P,39,06/04/2024,
205409,B,30,18/05/2022,10/12/2023
205410,A,33,18/01/2025,
205411,A,63,09/03/2025,
205412,B,59,11/10/2024,13/06/2026
205413,A,38,14/06/2025,
205414,B,45,03/07/2023,
205415,A,52,28/06/2023,
205416,B,60,06/03/2025,27/03/2026
205417,B,40,06/08/2022,
205418,B,29,11/02/2023,22/07/2024
205419,P,46,21/09/2023,
205420,A,36,08/02/2024,
205421,B,25,16/08/2024,13/02/2026
205422,A,23,13/07/2025,
205423,A,32,09/01/2025,
205424,B,33,05/08/2022,08/05/2023
205425,A,61,05/09/2023,
205426,B,24,29/06/2023,01/11/2023
205427,A,32,05/05/2025,
205428,B,55,05/09/2022,07/01/2025
205429,B,18,21/05/2024,23/01/2025
205430,A,51,07/01/2024,
205431,B,55,18/09/2023,
205432,P,57,02/09/2023,
205433,A,35,25/05/2022,
205434,P,41,24/03/2022,
205435,A,65,07/03/2025,
205436,A,47,25/07/2023,
205437,X,35,21/06/2024,27/01/2025
205438,A,44,04/04/2022,
205439,P,37,16/10/2023,
205440,P,63,20/05/2023,
205441,B,42,04/06/2025,17/11/2025
205442,A,47,18/05/2025,
205443,B,52,08/04/2024,
205444,P,18,08/03/2024,
205445,A,42,22/09/2024,
205446,A,27,23/06/2024,
205447,A,60,08/09/2022,
205448,A,64,12/04/2022,
205449,B,38,07/04/2022,
205450,A,33,15/08/2023,
205451,X,35,16/01/2023,29/07/2024
205452,B,67,21/12/2022,31/05/2025
205453,A,40,12/02/2022,
205454,X,58,16/10/2023,30/11/2023
205455,A,50,27/03/2022,
205456,A,32,06/12/2022,
205457,A,60,07/11/2023,
205458,A,57,14/11/2022,
205459,B,35,25/04/2024,
205460,A,52,23/05/2022,
205461,A,49,17/08/2024,
205462,A,46,17/03/2024,
205463,B,32,14/03/2023,
205464,B,64,09/03/2024,01/12/2025
205465,A,18,20/05/2024,
205466,A,33,23/02/2022,
205467,A,43,11/07/2022,
205468,B,66,08/05/2022,
205469,P,30,21/09/2023,
205470,A,39,04/03/2024,
205471,A,44,15/08/2024,
205472,A,35,06/08/2022,
205473,A,43,26/05/2023,
205474,A,47,26/04/2025,
205475,B,58,17/01/2022,
205476,A,46,12/12/2024,
205477,P,47,25/11/2022,
205478,B,52,04/02/2025,
205479,B,29,28/04/2025,
205480,P,58,02/08/2023,
205481,B,39,18/03/2025,
205482,A,43,22/06/2025,
205483,B,46,19/04/2023,
205484,A,47,02/04/2024,
205485,P,36,25/12/2023,
205486,A,36,11/04/2022,
205487,B,58,24/12/2022,18/10/2023
205488,A,53,29/12/2023,
205489,B,18,27/01/2025,
205490,A,40,24/03/2025,
205491,A,42,21/06/2024,
205492,A,48,18/05/2023,
205493,P,48,10/11/2023,
205494,A,65,13/07/2025,
205495,B,44,04/04/2023,
205496,A,59,17/09/2022,
205497,A,33,05/02/2022,
205498,A,29,12/12/2022,
205499,P,52,16/06/2023,
205500,P,32,09/06/2023,
205501,A,45,14/04/2025,
205502,A,18,19/06/2022,
205503,A,20,12/04/2022,
205504,A,68,08/05/2022,
205505,A,35,29/09/2023,
205506,X,36,10/08/2023,
205507,B,37,09/10/2024,22/12/2024
205508,A,40,26/08/2023,
205509,A,45,06/01/2022,
205510,B,59,22/01/2023,
205511,A,35,19/09/2023,
205512,B,60,17/07/2024,
205513,P,57,13/07/2024,
205514,B,35,18/07/2023,07/05/2024
205515,B,26,16/02/2023,10/05/2023
205516,A,46,11/06/2022,
205517,A,43,27/05/2023,
205518,B,55,17/10/2023,27/01/2025
205519,B,53,27/08/2023,
205520,P,44,03/02/2023,
205521,P,34,25/10/2024,
205522,A,48,06/11/2022,
205523,A,36,12/02/2025,
205524,A,41,03/08/2023,
205525,A,48,10/06/2022,
205526,A,40,20/03/2022,
205527,X,43,10/11/2022,
205528,A,41,16/02/2022,
205529,A,36,04/06/2024,
205530,A,45,07/11/2022,
205531,A,50,29/10/2023,
205532,B,29,12/01/2025,
205533,A,39,24/08/2024,
205534,A,66,28/01/2022,
205535,B,63,22/09/2023,
205536,B,44,17/08/2023,03/09/2025
205537,B,51,16/10/2023,04/01/2024
205538,X,52,01/11/2022,16/09/2024
205539,A,30,24/04/2025,
205540,B,31,10/02/2022,
205541,A,71,21/12/2024,
205542,A,46,18/07/2023,
205543,A,62,12/06/2023,
205544,B,46,02/01/2024,25/08/2025
205545,A,67,09/07/2023,
205546,A,66,10/03/2025,
205547,A,37,14/06/2024,
205548,A,83,18/02/2024,
205549,B,54,27/12/2024,09/03/2027
205550,B,25,03/04/2022,
205551,B,52,15/04/2023,
205552,A,37,27/03/2025,
205553,P,47,20/11/2023,
205554,X,53,31/03/2023,07/02/2024
205555,A,34,30/09/2024,
205556,P,58,02/04/2025,
205557,A,23,19/07/2022,
205558,A,59,05/09/2022,
205559,A,63,28/05/2025,
205560,P,49,14/01/2025,
205561,A,53,15/01/2022,
205562,A,52,06/01/2023,
205563,B,68,19/09/2022,05/07/2023
205564,A,33,19/01/2025,
205565,B,40,07/04/2023,
205566,P,61,01/05/2023,
205567,B,61,16/10/2023,
205568,X,25,13/10/2024,
205569,B,36,01/05/2025,
205570,B,52,29/12/2023,
205571,A,39,30/09/2023,
205572,A,19,16/03/2022,
205573,P,20,09/02/2025,
205574,X,43,02/10/2024,
205575,A,40,10/07/2024,
205576,P,38,12/11/2023,
205577,A,39,12/12/2022,
205578,P,58,22/03/2022,
205579,A,41,14/03/2022,
205580,B,68,20/10/2024,
205581,A,31,03/03/2022,
205582,A,52,22/07/2025,
205583,B,48,05/01/2023,
205584,X,36,27/06/2025,12/11/2025
205585,A,50,28/10/2022,
205586,A,49,10/09/2022,
205587,A,38,21/06/2024,
205588,B,37,10/04/2022,
205589,B,28,26/02/2023,07/01/2025
205590,A,63,20/12/2023,
205591,A,47,26/01/2023,
205592,A,50,15/11/2022,
205593,P,56,09/07/2024,
205594,A,37,29/06/2022,
205595,P,23,14/04/2025,
205596,P,33,08/11/2022,
205597,P,39,05/06/2022,
205598,P,51,02/06/2023,
205599,A,64,06/06/2025,
205600,B,66,28/08/2022,
205601,A,51,18/05/2022,
205602,P,51,26/04/2022,
205603,P,25,22/11/2022,
205604,B,49,21/07/2022,
205605,B,45,16/07/2025,
205606,A,31,01/12/2022,
205607,A,46,15/09/2024,
205608,A,18,16/03/2024,
205609,X,52,28/11/2023,
205610,B,41,08/02/2022,
205611,B,73,24/10/2022,
205612,B,53,12/12/2024,26/03/2025
205613,A,49,15/02/2022,
205614,B,58,10/08/2023,
205615,B,41,27/09/2024,17/02/2026
205616,A,38,14/03/2022,
205617,B,24,16/11/2024,11/09/2026
205618,P,25,12/07/2025,
205619,A,45,04/12/2023,
205620,B,71,11/10/2024,07/04/2025
205621,A,63,02/10/2023,
205622,A,58,22/09/2024,
205623,A,38,13/09/2022,
205624,A,35,22/10/2023,
205625,A,43,25/01/2022,
205626,A,40,04/08/2024,
205627,P,49,11/02/2023,
205628,A,33,27/08/2022,
205629,B,55,13/08/2022,
205630,A,71,07/03/2024,
205631,A,44,24/02/2025,
205632,B,45,29/03/2024,
205633,A,43,09/12/2022,
205634,B,48,23/07/2025,
205635,P,54,23/02/2023,
205636,A,46,03/05/2022,
205637,P,45,19/03/2025,
205638,P,49,01/05/2023,
205639,B,44,22/03/2024,
205640,A,43,05/10/2023,
205641,B,33,01/04/2023,
205642,A,32,05/02/2025,
205643,P,18,16/01/2025,
205644,B,51,21/01/2024,
205645,P,24,26/08/2024,
205646,P,37,16/06/2023,
205647,A,34,03/10/2024,
205648,B,36,24/10/2024,
205649,P,35,26/09/2023,
205650,A,34,28/09/2022,
205651,B,60,26/03/2023,
205652,P,47,25/08/2022,
205653,A,46,27/08/2022,
205654,A,54,25/02/2024,
205655,A,39,30/04/2022,
205656,A,46,17/07/2022,
205657,A,30,18/02/2024,
205658,A,34,12/11/2022,
205659,B,55,05/09/2022,
205660,P,36,23/06/2025,
205661,A,44,28/04/2022,
205662,A,42,23/08/2023,
205663,A,48,20/04/2023,
205664,P,57,11/03/2025,
205665,P,43,06/01/2022,
205666,A,40,11/06/2024,
205667,A,46,24/04/2023,
205668,A,29,28/12/2024,
205669,A,25,27/05/2025,
205670,B,55,27/02/2025,
205671,P,51,08/11/2022,
205672,B,18,16/06/2024,
205673,P,34,15/01/2025,
205674,A,56,02/10/2023,
205675,B,54,08/01/2022,
205676,P,46,02/08/2023,
205677,B,37,03/03/2024,
205678,A,59,12/07/2024,
205679,A,52,27/06/2022,
205680,B,53,16/10/2022,
205681,B,51,13/04/2022,
205682,A,53,19/10/2024,
205683,A,38,24/05/2024,
205684,A,31,09/09/2022,
205685,A,39,02/06/2024,
205686,A,27,31/10/2024,
205687,B,48,21/05/2022,
205688,A,48,26/03/2024,
205689,A,29,21/11/2023,
205690,A,53,01/04/2024,
205691,A,48,12/03/2025,
205692,P,42,02/10/2022,
205693,B,62,11/02/2025,23/05/2025
205694,A,53,04/10/2024,
205695,P,26,06/07/2022,
205696,B,53,22/10/2023,
205697,A,61,07/01/2024,
205698,B,37,02/09/2022,
205699,B,39,19/04/2022,
205700,A,46,07/01/2024,
205701,B,46,23/03/2022,
205702,X,48,13/11/2022,
205703,A,26,16/10/2022,
205704,A,46,30/11/2022,
205705,B,51,23/01/2022,
205706,A,56,25/04/2023,
205707,A,47,16/02/2024,
205708,A,52,05/04/2023,
205709,A,40,27/07/2023,
205710,A,38,30/09/2024,
205711,A,47,09/06/2022,
205712,A,47,19/02/2025,
205713,P,29,05/10/2022,
205714,P,52,03/05/2023,
205715,B,47,23/05/2024,
205716,X,19,25/01/2023,
205717,B,18,06/07/2025,29/09/2026
205718,A,48,19/01/2022,
205719,A,37,19/12/2023,
205720,B,61,15/01/2024,
205721,B,44,17/03/2025,
205722,A,53,07/01/2023,
205723,A,65,08/09/2024,
205724,A,42,08/09/2024,
205725,P,37,15/03/2025,
205726,B,72,02/05/2023,
205727,A,40,03/01/2025,
205728,B,40,11/12/2024,
205729,B,29,13/08/2024,25/10/2025
205730,B,44,09/11/2024,
205731,B,46,19/03/2025,
205732,A,34,22/07/2022,
205733,P,33,07/07/2024,
205734,A,28,21/07/2022,
205735,A,67,21/09/2022,
205736,A,50,27/02/2024,
205737,A,57,08/09/2024,
205738,P,48,26/05/2024,
205739,A,52,23/05/2023,
205740,P,51,06/08/2023,
205741,B,37,25/02/2024,
205742,P,50,20/05/2025,
205743,A,48,28/03/2024,
205744,A,37,11/02/2023,
205745,A,55,22/11/2022,
205746,A,49,29/06/2022,
205747,P,44,23/05/2024,
205748,A,55,27/07/2024,
205749,B,33,04/10/2024,22/08/2026
205750,B,57,23/09/2022,
205751,P,49,17/01/2024,
205752,B,34,11/06/2022,
205753,A,60,07/06/2024,
205754,B,57,05/05/2022,
205755,P,27,10/08/2023,
205756,A,53,09/03/2023,
205757,A,49,18/04/2023,
205758,P,53,13/04/2024,
205759,B,46,10/10/2024,
205760,A,67,05/01/2023,
205761,P,62,23/01/2024,
205762,A,21,04/03/2022,
205763,A,39,10/10/2022,
205764,B,51,28/09/2022,
205765,B,28,17/01/2023,
205766,A,43,27/08/2024,
205767,A,53,21/10/2023,
205768,A,44,22/06/2023,
205769,A,18,28/03/2025,
205770,B,40,19/02/2024,
205771,A,45,20/11/2023,
205772,B,38,30/03/2024,30/11/2025
205773,P,57,16/01/2023,
205774,B,61,07/05/2023,23/04/2025
205775,B,30,13/06/2025,
205776,B,27,20/07/2024,
205777,B,38,10/01/2025,14/06/2027
205778,B,55,24/07/2024,07/02/2025
205779,P,49,14/11/2024,
205780,P,52,06/10/2022,
205781,A,42,02/11/2024,
205782,P,29,30/07/2024,
205783,A,39,15/09/2022,
205784,P,51,05/11/2024,
205785,A,55,19/08/2024,
205786,A,43,02/11/2023,
205787,B,41,28/04/2023,08/10/2024
205788,A,42,11/09/2024,
205789,A,58,17/04/2024,
205790,P,43,24/04/2024,
205791,B,43,30/08/2023,
205792,B,30,30/12/2023,
205793,A,70,09/12/2024,
205794,B,51,25/10/2023,
205795,B,41,05/03/2022,
205796,A,30,06/03/2023,
205797,B,18,09/04/2024,
205798,A,36,13/10/2023,
205799,A,48,24/06/2023,
205800,B,58,17/10/2024,
205801,B,52,01/11/2024,
205802,A,50,10/10/2024,
205803,A,45,04/08/2022,
205804,A,49,12/12/2024,
205805,A,34,30/05/2023,
205806,A,66,26/12/2023,
205807,A,43,05/09/2024,
205808,B,25,10/09/2024,
205809,A,18,11/01/2025,
205810,B,38,31/10/2022,
205811,P,46,31/01/2025,
205812,A,38,02/08/2022,
205812,A,51,06/03/2024,
205814,A,37,15/03/2023,
205815,A,32,07/03/2022,
205816,B,41,28/07/2024,02/09/2025
205817,A,50,20/03/2022,
205818,P,61,22/05/2022,
205819,A,45,18/05/2025,
205820,B,48,23/06/2023,
205821,B,33,13/06/2023,
205822,A,54,07/01/2024,
205823,A,29,18/08/2022,
205824,B,54,06/02/2025,03/02/2026
205825,B,32,26/01/2025,12/07/2027
205826,P,32,01/02/2023,
205827,B,22,21/06/2024,17/09/2025
205828,A,46,20/12/2024,
205829,B,52,20/03/2024,10/02/2025
205830,B,27,29/11/2022,
205831,P,46,08/11/2022,
205832,P,48,07/04/2024,
205833,B,42,05/11/2022,04/02/2025
205834,B,52,26/01/2024,
205835,A,49,04/02/2024,
205836,B,36,25/01/2025,
205837,B,30,02/05/2024,29/01/2026
205838,A,28,12/06/2023,
205839,A,40,25/02/2024,
205840,B,48,28/07/2024,24/03/2026
205841,A,54,17/03/2022,
205842,B,49,18/08/2023,
205843,B,49,22/08/2023,
205844,B,42,26/03/2024,
205845,A,43,15/05/2022,
205846,B,48,06/06/2024,
205847,P,33,27/05/2024,
205848,A,52,02/05/2024,
205849,B,43,29/12/2024,
205850,P,31,19/01/2022,
205851,A,56,21/06/2025,
205852,P,29,04/06/2023,
205853,A,34,13/07/2022,
205854,B,33,05/01/2024,17/05/2026
205855,B,63,22/04/2022,22/06/2024
205856,A,45,21/01/2023,
205857,A,45,04/04/2022,
205858,A,33,19/12/2024,
205859,B,68,21/06/2024,30/09/2026
205860,A,44,27/01/2025,
205861,A,20,20/01/2024,
205862,B,38,12/01/2024,09/04/2026
205863,B,43,26/01/2023,16/01/2025
205864,A,46,21/12/2024,
205865,A,34,15/10/2024,
205866,A,48,12/03/2025,
205867,A,48,23/07/2022,
205868,A,46,15/02/2024,
205869,X,43,18/01/2024,
205870,P,28,09/09/2022,
205871,X,71,28/07/2024,04/08/2026
205872,A,35,24/12/2024,
205873,A,70,15/11/2023,
205874,P,50,05/12/2024,
205875,A,53,25/06/2022,
205876,A,52,03/05/2022,
205877,P,50,24/01/2022,
205878,P,49,08/09/2023,
205879,A,18,27/11/2024,
205880,P,43,07/08/2023,
205881,A,34,10/06/2022,
205882,B,53,27/10/2024,
205883,B,39,29/12/2024,
205884,B,42,10/07/2024,28/03/2025
205885,A,34,14/04/2023,
205886,A,50,13/03/2023,
205887,A,43,05/01/2022,
205888,B,35,20/07/2024,
205889,A,46,18/06/2025,
205890,A,63,26/09/2024,
205891,A,33,18/01/2022,
205892,B,47,25/10/2023,
205893,A,23,08/12/2023,
205894,P,60,26/12/2024,
205895,A,58,26/02/2025,
205896,B,36,23/02/2025,
205897,B,44,20/04/2025,
205898,B,31,01/07/2024,
205899,P,43,01/07/2025,
205900,A,56,26/06/2023,
205901,A,66,09/08/2023,
205902,P,34,05/09/2022,
205903,P,41,27/04/2024,
205904,P,28,20/03/2025,
205905,P,48,06/06/2025,
205906,P,57,28/04/2024,
205907,A,62,28/05/2022,
205908,P,46,30/06/2024,
205909,B,58,01/07/2025,28/10/2026
205910,A,44,13/07/2022,
205911,B,42,18/10/2023,
205912,A,59,06/02/2024,
205913,A,31,16/06/2023,
205914,A,19,16/01/2022,
205915,A,35,29/03/2023,
205916,A,31,18/09/2022,
205917,P,46,23/08/2024,
205918,A,42,02/02/2025,
205919,P,51,17/07/2024,
205920,A,26,30/01/2022,
205921,A,54,09/05/2022,
205922,A,43,03/12/2023,
205923,A,58,22/12/2022,
205924,A,53,19/10/2024,
205925,A,34,06/02/2022,
205926,P,29,21/07/2023,
205927,A,43,15/12/2022,
205928,B,63,01/04/2025,18/09/2026
205929,A,53,18/12/2024,
205930,B,44,06/06/2025,30/08/2025
205931,A,40,07/05/2023,
205932,A,42,10/06/2024,
205933,B,67,11/08/2022,
205934,A,26,11/07/2025,
205935,B,19,21/08/2023,
205936,B,48,07/08/2024,
205937,A,38,30/04/2022,
205938,A,22,12/10/2024,
205939,A,42,09/10/2024,
205940,A,32,17/10/2024,
205941,A,49,08/07/2023,
205942,X,32,05/05/2022,
205943,A,33,24/01/2025,
205944,A,36,01/03/2024,
205945,B,38,08/06/2023,05/06/2024
205946,A,46,18/07/2023,
205947,A,55,25/04/2024,
205948,X,41,07/08/2023,
205949,A,32,28/11/2022,
205950,A,59,23/11/2023,
205951,B,76,30/05/2025,01/12/2025
205952,B,71,15/08/2024,
205953,A,58,10/09/2022,
205954,B,42,08/02/2024,
205955,B,45,02/04/2024,29/06/2026
205956,A,58,31/12/2023,
205957,A,50,27/10/2023,
205958,P,50,13/06/2025,
205959,A,38,10/02/2024,
205960,B,36,30/12/2024,06/07/2026
205961,P,50,24/09/2023,
205962,A,37,24/04/2025,
205963,B,18,03/02/2022,
205964,B,48,16/08/2024,
205965,P,50,01/09/2024,
205966,B,68,06/02/2024,
205967,B,50,24/12/2023,
205968,A,18,10/09/2023,
205969,A,52,25/06/2025,
205970,A,57,09/04/2022,
205971,A,21,18/01/2025,
205972,A,46,06/05/2023,
205973,B,39,23/10/2023,
205974,B,28,20/12/2022,22/08/2023
205975,B,57,06/02/2022,
205976,A,65,04/03/2025,
205977,A,59,13/10/2024,
205978,P,54,13/10/2022,
205979,A,52,31/03/2023,
205980,A,27,08/07/2022,
205981,B,38,06/06/2022,
205982,A,37,20/10/2023,
205983,A,27,02/07/2025,
205984,P,24,27/04/2022,
205985,A,43,05/09/2023,
205986,A,50,24/01/2025,
205987,P,55,08/02/2022,
205988,B,30,26/02/2025,17/04/2025
205989,B,40,17/06/2024,
205990,B,38,18/02/2022,
205991,A,48,30/06/2024,
205992,X,28,06/02/2024,26/07/2025
205993,A,43,30/10/2023,
205994,A,53,09/05/2023,
205995,A,35,21/02/2024,
205996,B,40,11/11/2022,08/09/2024
205997,B,44,10/08/2023,27/05/2025
205998,A,33,11/10/2022,
205999,B,45,09/01/2024,
206000,A,41,21/05/2023,
206001,A,66,05/11/2022,
206002,A,37,09/04/2024,
206003,A,24,17/11/2024,
206004,A,42,12/07/2023,
206005,P,45,09/10/2023,
206006,A,75,03/10/2023,
206007,B,44,08/11/2022,
206008,B,44,14/12/2023,
206009,P,37,07/12/2022,
206010,P,57,07/06/2023,
206011,A,44,09/10/2022,
206012,A,56,24/06/2025,
206013,A,38,10/03/2025,
206014,B,68,13/03/2022,09/03/2023
206015,A,43,15/05/2024,
206016,P,62,13/04/2025,
206017,A,47,16/11/2023,
206018,B,31,08/05/2023,
206019,A,34,28/06/2023,
206020,A,47,09/05/2023,
206021,A,18,09/01/2025,
206022,B,52,17/07/2025,
206023,B,47,08/03/2023,
206024,P,56,23/05/2023,
206025,P,18,02/05/2024,
206026,A,41,29/01/2025,
206027,A,48,13/05/2023,
206028,A,29,17/04/2024,
206029,P,24,17/06/2025,
206030,A,27,10/12/2024,
206031,A,51,26/07/2023,
206032,A,48,18/08/2023,
206033,B,58,15/01/2024,
206034,B,57,20/04/2023,
206035,A,53,08/06/2025,
206036,A,29,13/01/2023,
206037,A,58,17/02/2023,
206038,P,69,29/03/2022,
206039,B,18,31/12/2024,
206040,A,59,08/01/2024,
206041,B,46,29/10/2024,03/10/2026
206042,B,58,24/03/2022,17/10/2023
206043,B,40,15/05/2022,17/11/2022
206044,A,47,27/05/2024,
206045,A,45,25/10/2023,
206046,P,20,26/09/2022,
206047,P,41,25/06/2025,
206048,P,22,23/05/2022,
206049,A,26,01/05/2023,
206050,A,36,04/05/2022,
206051,A,39,06/04/2025,
206052,B,51,25/12/2024,
206053,P,30,25/11/2022,
206054,A,56,01/01/2025,
206055,A,65,18/11/2024,
206056,A,65,28/09/2023,
206057,A,30,21/03/2025,
206058,B,50,02/03/2025,
206059,B,31,29/01/2022,05/01/2024
206060,B,21,09/01/2023,
206061,A,61,13/01/2024,
206062,A,45,17/08/2023,
206063,A,42,25/09/2024,
206064,B,37,24/12/2022,
206065,B,40,10/04/2025,
206066,P,68,31/12/2022,
206067,A,54,25/08/2022,
206068,A,63,07/07/2022,
206069,B,40,20/08/2023,13/11/2024
206070,A,43,04/08/2023,
206071,A,39,18/07/2025,
206072,A,45,15/02/2024,
206073,A,44,04/04/2025,
206074,B,42,11/03/2023,
206075,A,31,03/12/2023,
206076,P,47,03/09/2024,
206077,A,36,28/10/2022,
206078,A,26,12/04/2023,
206079,B,45,19/01/2022,14/04/2024
206080,B,32,26/09/2024,06/04/2025
206081,B,57,14/06/2023,02/04/2025
206082,A,58,18/03/2022,
206083,A,34,06/10/2022,
206084,A,41,23/11/2022,
206085,B,55,03/04/2022,10/06/2024
206086,A,47,27/01/2023,
206087,B,24,10/03/2023,
206088,A,42,19/11/2024,
206089,P,54,11/10/2024,
206090,A,45,13/06/2024,
206091,A,20,09/08/2022,
206092,B,47,06/02/2022,
206093,A,55,17/10/2022,
206094,A,23,09/06/2022,
206095,P,42,25/02/2022,
206096,A,48,15/07/2022,
206097,B,32,06/07/2024,
206098,B,64,22/06/2023,12/09/2023
206099,A,20,17/02/2024,
206100,X,46,03/10/2023,
206101,A,60,26/02/2024,
206102,P,18,20/12/2024,
206103,B,24,07/07/2022,
206104,A,56,08/07/2022,
206105,B,25,05/01/2024,21/09/2024
206106,P,25,20/04/2024,
206107,A,52,22/09/2023,
206108,P,49,22/03/2023,
206109,A,47,16/06/2024,
206110,A,70,03/08/2023,
206111,A,50,29/12/2023,
206112,P,68,24/05/2025,
206112,A,51,22/03/2024,
206114,P,61,26/09/2024,
206115,A,51,08/02/2022,
206116,B,48,20/09/2022,
206117,B,44,09/09/2024,18/06/2025
206118,B,67,08/05/2024,
206119,A,44,17/06/2024,
206120,B,46,19/02/2023,11/04/2025
206121,A,26,07/11/2024,
206122,A,21,17/10/2023,
206123,A,45,21/03/2023,
206124,A,50,26/01/2024,
206125,A,34,31/07/2024,
206126,B,32,11/01/2023,
206127,A,40,06/12/2023,
206128,A,55,19/10/2024,
206129,A,30,16/09/2023,
206130,A,60,13/03/2022,
206131,X,50,23/01/2023,05/11/2024
206132,A,52,21/09/2023,
206133,A,32,14/09/2022,
206134,A,38,01/12/2022,
206135,A,22,25/02/2024,
206136,A,48,06/06/2023,
206137,P,74,06/12/2024,
206138,A,44,09/01/2024,
206139,B,56,15/08/2024,
206140,A,60,26/02/2025,
206141,B,18,20/08/2024,
206142,B,18,22/01/2025,
206143,B,54,21/01/2022,
206144,B,18,14/12/2023,08/07/2024
206145,B,46,21/10/2023,
206146,P,63,12/07/2024,
206147,B,49,27/07/2024,
206148,B,53,10/07/2023,
206149,B,43,22/10/2023,02/02/2024
206150,A,41,25/02/2024,
206151,A,52,26/06/2025,
206152,P,50,20/03/2024,
206153,B,43,13/02/2023,23/04/2025
206154,B,60,24/06/2022,
206155,A,45,20/02/2025,
206156,B,66,20/05/2024,
206157,A,59,29/03/2023,
206158,A,53,22/12/2022,
206159,P,35,10/03/2022,
206160,P,35,04/06/2023,
206161,P,32,10/08/2024,
206162,P,66,08/03/2025,
206163,P,63,14/12/2024,
206164,P,41,21/01/2025,
206165,A,66,16/12/2022,
206166,A,63,05/05/2024,
206167,X,40,12/04/2023,
206168,A,35,04/12/2022,
206169,P,50,01/07/2023,
206170,A,64,20/07/2024,
206171,A,22,06/12/2022,
206172,A,45,21/12/2024,
206173,A,33,11/01/2025,
206174,B,46,20/07/2022,05/12/2023
206175,P,74,07/07/2025,
206176,A,49,26/09/2023,
206177,A,36,15/02/2024,
206178,A,41,03/01/2023,
206179,B,29,13/05/2024,
206180,B,49,21/07/2024,
206181,B,29,06/10/2023,
206182,P,52,20/02/2025,
206183,A,43,31/05/2025,
206184,B,51,24/07/2022,01/09/2023
206185,A,53,18/03/2023,
206186,A,57,07/06/2023,
206187,B,28,04/02/2025,
206188,P,42,08/04/2022,
206189,A,44,05/03/2023,
206190,B,38,22/12/2024,
206191,A,36,26/11/2024,
206192,B,42,24/04/2023,
206193,B,18,18/12/2024,
206194,B,34,24/12/2023,
206195,A,42,30/10/2022,
206196,A,50,17/09/2024,
206197,A,39,25/03/2024,
206198,X,52,29/04/2024,
206199,A,72,08/03/2025,
206200,P,54,21/07/2025,
206201,A,45,21/03/2023,
206202,A,34,03/06/2022,
206203,A,55,27/10/2023,
206204,A,25,19/11/2023,
206205,B,40,24/04/2022,
206206,P,49,06/03/2023,
206207,B,35,16/07/2025,31/12/2027
206208,P,38,24/11/2023,
206209,P,40,02/11/2022,
206210,A,49,03/05/2022,
206211,A,55,12/04/2022,
206212,A,50,13/11/2022,
206213,A,34,30/11/2023,
206214,P,43,03/07/2023,
206215,A,48,10/03/2025,
206216,A,49,27/03/2022,
206217,A,42,10/05/2022,
206218,B,40,23/04/2025,
206219,P,51,22/02/2024,
206220,B,63,09/10/2023,13/10/2024
206221,A,34,27/02/2023,
206222,B,48,31/07/2022,21/12/2023
206223,A,44,07/02/2023,
206224,A,24,12/05/2025,
206225,A,47,27/01/2024,
206226,A,37,23/10/2022,
206227,B,59,15/03/2024,02/07/2025
206228,A,49,01/08/2023,
206229,P,37,02/06/2024,
206230,A,63,21/11/2024,
206231,A,59,23/08/2023,
206232,A,68,13/05/2024,
206233,A,34,07/04/2025,
206234,P,36,30/03/2023,
206235,A,35,27/05/2024,
206236,X,46,09/03/2024,08/08/2025
206237,P,18,29/06/2022,
206238,B,30,18/05/2023,
206239,A,30,14/01/2024,
206240,A,54,01/09/2024,
206241,B,44,24/03/2024,
206242,A,49,12/10/2022,
206243,B,57,22/10/2023,20/02/2024
206244,P,44,25/04/2024,
206245,P,54,09/05/2022,
206246,A,52,13/08/2023,
206247,A,44,13/05/2022,
206248,P,23,02/01/2024,
206249,P,43,15/01/2023,
206250,B,44,11/02/2022,05/09/2023
206251,A,45,02/01/2024,
206252,P,29,27/03/2024,
206253,A,30,06/10/2024,
206254,A,29,21/03/2023,
